tripid,userid,name,trippointid,lat,lon,speed,recordedtimestamp,sequence,enginerpm,shorttermfuelbank,longtermfuelbank,throttleposition,relativethrottleposition,runtime,distancewithmil,engineload,mafflowrate,outsidetemperature,enginefuelrate


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,7b0c3c82-30b8-4970-9371-72ffdd9491a6,47.6671830467466,-122.11662413978424,-255,2018-03-14T00:13:44.3429140Z,973,-255,20,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,37d28bfc-560e-4c92-80a6-d600f4f24a84,47.667180935585371,-122.11648331937265,18,2018-03-14T00:13:45.3185470Z,974,-255,-255,11,-255,-3,-255,-255,-255,30,,36


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,0689cd2d-4e94-4bca-bada-7aa9b0233605,47.667180935585371,-122.11648331937265,-255,2018-03-14T00:13:45.3584890Z,975,-255,-255,-255,43,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,622cdc03-5ddc-4b96-ba14-125a52c78c83,47.667175146689587,-122.11633686863702,-255,2018-03-14T00:13:46.3092470Z,976,11,0,20,-255,1416,1,-3,1147,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,0b17b5cb-0c65-45b0-9979-9eef9611d5fd,47.667175146689587,-122.11633686863702,-255,2018-03-14T00:13:46.3287730Z,977,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,5764facb-2a4b-4118-b2c2-5a5e7dfd4ff7,47.667170571519947,-122.11618495357966,-255,2018-03-14T00:13:47.3301980Z,978,-255,20,11,18,-3,38,3,0,1149,,30


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,e3a8d949-81c4-4851-ae4d-5612b1debe66,47.667170571519947,-122.11618495357966,-255,2018-03-14T00:13:47.3556360Z,979,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,258db0ed-2ec1-476b-b59f-e1bf609bbfb1,47.667165373290594,-122.11602638445471,19,2018-03-14T00:13:48.3161980Z,980,-255,0,-255,36,-255,3,-3,1150,30,,41


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,9ba5f811-3e56-4664-ad55-1499f9caa27e,47.667165373290594,-122.11602638445471,-255,2018-03-14T00:13:48.3497330Z,981,-255,-255,18,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,14137164-d72b-4bc4-b9a8-b87585a7f841,47.667160502341709,-122.11586658966489,-255,2018-03-14T00:13:49.3259380Z,982,11,-255,-255,-255,1568,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,7545c842-430e-491e-919a-6c4efc1bd80a,47.667160502341709,-122.11586658966489,-255,2018-03-14T00:13:49.3514150Z,983,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,71ec14db-77aa-45ad-b069-04799bac9ff6,47.667154233421996,-122.1157058798735,-255,2018-03-14T00:13:50.3332090Z,984,-255,5,-255,4,0,14,-7,0,1152,,14


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,419eaed9-0f43-4a00-bf99-281153ff01b6,47.667154233421996,-122.1157058798735,-255,2018-03-14T00:13:50.3635700Z,985,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,30f7d4fc-d552-44b2-85e7-a8d74c65bda7,47.667150665684282,-122.11554715619098,3,2018-03-14T00:13:51.3106440Z,986,-255,-255,11,11,-255,-255,-255,-255,13,,41


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,a86a0bb0-0430-4d25-8454-b45954461168,47.667150665684282,-122.11554715619098,-255,2018-03-14T00:13:51.3394990Z,987,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,f21689af-5d7b-444c-90b6-5733c4b16078,47.66714678159326,-122.11539082988087,-255,2018-03-14T00:13:52.2951590Z,988,11,0,3,-255,1095,-8,0,1153,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ffd8a0e3-84ff-4ad8-8f28-bea1c2405c15,47.66714678159326,-122.11539082988087,-255,2018-03-14T00:13:52.3206200Z,989,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,d019a63e-8a6e-4ff3-b358-3b0e6c8d0642,47.667142863223923,-122.11523717416014,-255,2018-03-14T00:13:53.2971630Z,990,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,817447b6-b18e-4729-826e-d5024915eda7,47.667142863223923,-122.11523717416014,-255,2018-03-14T00:13:53.3165060Z,991,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,6f9c6532-f23d-47a9-94b8-5cc19a33b37c,47.6671414455166,-122.11508785604398,-255,2018-03-14T00:13:54.3160340Z,992,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,b3828f95-7d26-4302-93d9-9c4d6f631eae,47.6671414455166,-122.11508785604398,-255,2018-03-14T00:13:54.3494750Z,993,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,27089fe8-45b8-4a2f-a23d-0ebfd912532b,47.6671414867745,-122.11494421623965,-255,2018-03-14T00:13:55.3316440Z,994,-255,4,11,3,-3,10,-3,0,1157,,13


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,0e61fe40-7c97-47bb-a03b-52abbb6b9179,47.6671414867745,-122.11494421623965,-255,2018-03-14T00:13:55.3598840Z,995,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,cb0b9ecc-6fb0-4df9-9bc0-45cfbfee789f,47.667141973915854,-122.11480501381983,6,2018-03-14T00:13:56.3336590Z,996,-255,-255,-255,21,-255,-2,-255,1158,19,,35


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,a0938352-610c-4ea7-9337-a9814f236b04,47.667141973915854,-122.11480501381983,-255,2018-03-14T00:13:56.3599950Z,997,-255,0,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,c7d0d6da-8f9b-4a5d-99b3-93a6bef5243a,47.667142037026366,-122.1146684589137,-255,2018-03-14T00:13:57.3325850Z,998,11,-255,12,-255,1314,-255,-3,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,bcd2ffe3-4908-4122-bf23-6f47d32b3f01,47.667142037026366,-122.1146684589137,-255,2018-03-14T00:13:57.3546800Z,999,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,b6878d32-ebea-4ec9-8589-8b2b3bb99092,47.667141222918474,-122.11453469873277,-255,2018-03-14T00:13:58.3278950Z,1000,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,6f50b432-3c05-4243-9171-fbac4c0fa124,47.667141222918474,-122.11453469873277,-255,2018-03-14T00:13:58.3536150Z,1001,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,cffecd8f-49e6-4baf-98fd-7571772780c2,47.667139154578329,-122.11440374320179,-255,2018-03-14T00:13:59.3228140Z,1002,-255,-255,-255,-255,-255,-255,-255,-255,-255,,29


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,afa134fd-8fd1-4f9a-91e3-d8d4cb5291dd,47.667139154578329,-122.11440374320179,-255,2018-03-14T00:13:59.3559050Z,1003,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,118bc01a-b98a-41ff-97a8-0d08ee7f1880,47.667139760068537,-122.11427097585469,-255,2018-03-14T00:14:00.3183080Z,1004,-255,18,11,15,-3,40,0,0,1161,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,da6940a6-1a30-42d5-8139-db5b8fe82567,47.667139760068537,-122.11427097585469,-255,2018-03-14T00:14:00.3479280Z,1005,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,68e77265-7769-4188-9fe7-3d595009dd83,47.6671396478365,-122.11413861955668,12,2018-03-14T00:14:01.3240000Z,1006,-255,-255,-255,24,-255,-255,-255,-255,25,,37


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,df222513-6a3c-4561-ab93-43a2f39b60ec,47.6671396478365,-122.11413861955668,-255,2018-03-14T00:14:01.3542110Z,1007,-255,-255,-255,-255,-255,-255,-255,1163,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,3c245340-68cf-44bf-a9ee-e1a13f097011,47.667138768348238,-122.11400186751325,-255,2018-03-14T00:14:02.3364200Z,1008,11,0,12,-255,1378,-3,-3,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ede14504-cb86-4d53-a32d-1ade4d844083,47.667138768348238,-122.11400186751325,-255,2018-03-14T00:14:02.3648450Z,1009,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,f8fdaa94-a58d-4f34-aa35-8b8a5e618cd3,47.66714004244038,-122.11386092741411,-255,2018-03-14T00:14:03.3196810Z,1010,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,b6770024-fef4-4d08-b529-7de9f4717918,47.66714004244038,-122.11386092741411,-255,2018-03-14T00:14:03.3450090Z,1011,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,c4575156-2ecb-435c-8952-08b3ee12dde0,47.667140280911283,-122.11372019041139,-255,2018-03-14T00:14:04.3163550Z,1012,-255,-255,-255,4,-255,10,-255,0,1166,,14


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,0a41b6f4-d828-46ed-aef4-106c3f3c17a0,47.667140280911283,-122.11372019041139,-255,2018-03-14T00:14:04.3452080Z,1013,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,b099a59c-3324-4b9f-9b85-07d4ca109434,47.667137287763218,-122.11358655183474,-255,2018-03-14T00:14:05.3175090Z,1014,-255,3,11,-255,-2,-255,-4,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,69d4935a-935a-41bb-b71f-619907219ada,47.667137287763218,-122.11358655183474,-255,2018-03-14T00:14:05.3428510Z,1015,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,27fd73dd-daa3-4002-b842-124da9f2d8ff,47.667138786178121,-122.11346622479003,-255,2018-03-14T00:14:06.3203660Z,1016,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,416640ec-ac8c-4d50-b2fb-d96411364793,47.667138786178121,-122.11346622479003,-255,2018-03-14T00:14:06.3484370Z,1017,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,d9ca63a8-e754-45fe-b1e3-5e8a385a5317,47.667137247156127,-122.11335972831887,-255,2018-03-14T00:14:07.3108960Z,1018,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,32f983fa-2e78-4306-82e9-3f04f72131f5,47.667137247156127,-122.11335972831887,-255,2018-03-14T00:14:07.3394710Z,1019,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,6635967f-289d-4a2d-ad4e-2f45373dd91f,47.66713526189897,-122.11326891183093,4,2018-03-14T00:14:08.3200870Z,1020,-255,0,4,13,766,0,-3,1170,14,,21


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,9cc53e93-822a-4c7f-9270-7cba846a811b,47.66713526189897,-122.11326891183093,-255,2018-03-14T00:14:08.3531810Z,1021,10,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,d6d2b29d-d772-4698-9ee5-1d69624022ef,47.667133630159995,-122.11319633205167,-255,2018-03-14T00:14:09.2187720Z,1022,-255,-255,-255,4,-255,12,-255,0,1171,,14


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,941c9122-fea2-4195-9c24-729929062c33,47.667133630159995,-122.11319633205167,-255,2018-03-14T00:14:09.2446180Z,1023,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,72d358a7-5ad9-4acc-9f00-4944d4eba253,47.667132041043814,-122.11306728122469,5,2018-03-14T00:14:11.1736240Z,1024,-255,4,10,17,-3,-255,-4,1173,16,,11


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,454aa82e-53ee-4a54-a6c5-3dca8a1dfea6,47.667132041043814,-122.11306728122469,-255,2018-03-14T00:14:11.1986210Z,1025,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,b2347d8e-60af-4536-a8b3-dfa18bfb2b61,47.667129308556355,-122.11295448102075,-255,2018-03-14T00:14:13.1703200Z,1026,10,0,6,6,707,4,-3,-255,-255,,18


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,2fe5bcaa-3968-48bb-b204-b469c4bc4ef6,47.667129308556355,-122.11295448102075,-255,2018-03-14T00:14:13.1987670Z,1027,-255,-255,-255,-255,-255,-255,-255,-255,1175,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,f20fdafe-25bf-4a80-b280-b7a9f331d3be,47.667135344460242,-122.11286827838306,5,2018-03-14T00:14:15.1702590Z,1028,-255,1177,0,-1,-3,-3,3,17,-255,,11


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,199d607d-87bd-4de4-8816-3cd1a3a0110e,47.667135344460242,-122.11286827838306,-255,2018-03-14T00:14:15.1956780Z,1029,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,45402ae1-0c63-47c4-a181-4d2f617bf28d,47.667142481406941,-122.11279866829344,10,2018-03-14T00:14:17.1722460Z,1030,6,11,-255,-255,-1,6,18,7,0,,724


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,60601c8c-705b-477f-8c7e-6ea2cf715842,47.667142481406941,-122.11279866829344,-255,2018-03-14T00:14:17.2000930Z,1031,-255,-255,-255,-255,-255,-255,-255,-255,9,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,f8c0844b-9394-4133-866a-5ad97f4ac1e0,47.667148026473811,-122.11271963003664,11,2018-03-14T00:14:19.1831040Z,1032,7,1179,0,-1,8,-3,737,17,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,35c15a72-b973-41a8-bed6-decd43dc2353,47.667148026473811,-122.11271963003664,-255,2018-03-14T00:14:19.2048460Z,1033,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,2e3e0bae-edcd-424f-9933-bf42c1a22145,47.667169468169213,-122.11270420046787,16,2018-03-14T00:14:22.2116290Z,1034,5,1184,-255,0,4,5,17,16,5,,728


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,a6104509-fa49-4f05-977d-ad84107ab4cd,47.667169468169213,-122.11270420046787,-255,2018-03-14T00:14:22.2364780Z,1035,-255,-255,-255,-255,-255,-1,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,5453de32-898f-403c-8d59-35fb67ca4900,47.667132499022195,-122.11274555972761,11,2018-03-14T00:14:33.1683960Z,1036,5,11,-255,-255,0,5,16,6,0,,699


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,468b981c-3e66-499d-8e33-d4fdc5f5fa46,47.667132499022195,-122.11274555972761,-255,2018-03-14T00:14:33.1974400Z,1037,-255,-255,-255,-255,-255,-255,-255,-255,2,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,28206845-865d-4082-a5e7-2648cb0a0814,47.667128376359621,-122.1126701029868,11,2018-03-14T00:14:39.1632150Z,1038,8,11,-255,-255,0,8,25,11,0,,1130


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,9e8807b8-ac11-409c-ba00-c43548100f36,47.667128376359621,-122.1126701029868,-255,2018-03-14T00:14:39.1874220Z,1039,-255,-255,-255,-255,-255,-255,-255,-255,10,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,8efb5ad8-1553-4e53-99fb-abe8d9a85300,47.667129788051021,-122.11259443035053,11,2018-03-14T00:14:41.2174850Z,1040,11,1201,0,0,10,-3,1213,21,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,0b74e3f4-df92-4a82-9521-ca9bdcff5d74,47.667129788051021,-122.11259443035053,-255,2018-03-14T00:14:41.2442350Z,1041,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,e408eb94-baf9-4ea2-9d27-dbfb1b12c71b,47.667128396203047,-122.11250178481077,18,2018-03-14T00:14:43.1961100Z,1042,6,11,-255,-3,4,7,20,17,11,,1177


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,72b51552-29de-4f92-8e4b-7de88c40e213,47.667128396203047,-122.11250178481077,-255,2018-03-14T00:14:43.2223760Z,1043,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,2ae657a0-9e40-42c7-8a7b-7e7f0f588b13,47.667142563606745,-122.11243406123003,11,2018-03-14T00:14:45.1955610Z,1044,7,11,0,-255,3,5,14,5,0,,1206


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,900b3c30-4a22-48c1-b407-f3867ef0d08a,47.667142563606745,-122.11243406123003,-255,2018-03-14T00:14:45.2247130Z,1045,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,57a9ef72-f146-4109-8381-ee3d15d33d24,47.667145142468762,-122.11234172675861,5,2018-03-14T00:14:48.2103410Z,1046,0,-255,6,11,14,-255,5,11,5,,0


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,5365c33d-4022-4f1c-b5e9-8a96a56e9eeb,47.667145142468762,-122.11234172675861,-255,2018-03-14T00:14:48.2327870Z,1047,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,63c7cb05-03ac-47a5-bda7-566843325a8a,47.667169631379352,-122.1122694222065,8,2018-03-14T00:14:51.1655780Z,1048,0,18,1211,11,20,-255,7,11,8,,0


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,14a7cd4f-d246-4878-8ecd-b065d822cc81,47.667169631379352,-122.1122694222065,-255,2018-03-14T00:14:51.1920810Z,1049,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,27f1f57b-3e3c-4ce8-b3ee-b668933ed97f,47.667179304858493,-122.11218154820631,0,2018-03-14T00:14:54.1961040Z,1050,1214,-255,19,9,6,11,-255,9,11,,8


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,cc0cf3c0-3006-4247-9576-a2cf239db4f7,47.667179304858493,-122.11218154820631,-255,2018-03-14T00:14:54.2209940Z,1051,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,5cd33a48-85c4-4109-b420-91844a93181a,47.667182927941958,-122.11210681338497,0,2018-03-14T00:14:56.1759400Z,1052,1217,9,17,6,1217,11,17,1024,-2,,7


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,56ba5c07-4c7a-4b72-acfa-f6df434a2b09,47.667182927941958,-122.11210681338497,-255,2018-03-14T00:14:56.1997640Z,1053,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,be08b701-38de-4449-a164-c81c0ce3ac92,47.667203252454527,-122.11203626527875,-255,2018-03-14T00:14:58.1778150Z,1054,0,4,13,-255,5,-255,-255,744,-1,,6


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,5ac609fb-883d-4349-8600-ba2a971accef,47.667203252454527,-122.11203626527875,-255,2018-03-14T00:14:58.2015360Z,1055,-255,7,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,8af96096-9261-42fb-822b-76084296f70b,47.667230954742323,-122.11198196634018,0,2018-03-14T00:15:00.1726890Z,1056,1220,-255,14,4,4,11,-255,-255,11,,5


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,8eb6eaba-13fe-41b5-8cfd-c99d5eeb4be9,47.667230954742323,-122.11198196634018,-255,2018-03-14T00:15:00.1981770Z,1057,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,d6a297b9-c49d-42a8-a7c9-598a9ac4aabb,47.667252408687773,-122.11190866492413,0,2018-03-14T00:15:04.1775550Z,1058,0,5,16,5,5,11,-255,681,0,,3


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,2366c4be-2786-4d0f-a41a-3478c7574539,47.667252408687773,-122.11190866492413,-255,2018-03-14T00:15:04.2017620Z,1059,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,532d2ca3-0ff9-4dd1-852d-1ad735faee4a,47.667235763306905,-122.11183906474193,0,2018-03-14T00:15:19.1780990Z,1060,1237,18,16,6,-255,11,-255,6,0,,19


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,c88ca0b9-03fb-4657-aa03-29904258a73f,47.667235763306905,-122.11183906474193,-255,2018-03-14T00:15:19.2021980Z,1061,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,27f513dd-a4e7-41f4-95bb-f9a47000baf9,47.667271883866647,-122.11179420407817,1242,2018-03-14T00:15:22.1819810Z,1062,0,741,0,0,-255,7,11,0,2,,18


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,66b3caff-a3d0-440d-8653-0b807a9596c8,47.667271883866647,-122.11179420407817,-255,2018-03-14T00:15:22.2038830Z,1063,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


